site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster,duration,date_time_year,date_time_month,date_time_day,srch_ci_year,srch_ci_month,srch_ci_day,srch_co_year,srch_co_month,srch_co_day
2,3,66,363,12346,1021.1916,282307,0,0,9,2,0,1,44045,3,0,1,2,50,701,12,5,2014,8,11,2015,3,18,2015,3,23
2,3,66,220,33119,1771.975,1062408,1,1,1,2,1,1,30794,4,0,1,2,50,666,90,7,2013,11,5,2013,12,25,2014,1,1
2,3,66,220,4724,874.4407,425972,1,0,9,2,0,1,8230,1,0,1,2,50,637,9,4,2014,12,2,2015,1,14,2015,1,18
23,1,1,318,53507,5654.8935,466402,0,0,9,2,0,1,8818,1,0,1,3,99,88,36,3,2014,7,27,2014,8,15,2014,8,18
2,3,66,220,3781,3208.7337,410804,1,0,3,2,0,1,22863,1,0,1,4,93,2085,75,3,2014,7,24,2014,8,31,2014,9,3
10,0,182,403,996,4289.4287,32600,0,1,9,2,0,1,8268,1,0,2,2,50,682,54,6,2014,3,24,2014,5,9,2014,5,15
23,1,1,395,29254,1252.6973,2161,0,1,9,2,0,1,8269,1,0,1,6,11,26,5,1,2013,9,5,2013,9,7,2013,9,8
23,1,1,436,21686,376.9684,261850,0,0,5,2,0,1,8788,1,1,1,6,77,2,95,5,2014,10,11,2015,1,29,2015,2,3
2,3,66,258,4687,4685.0066,445040,0,0,3,2,0,1,8740,1,0,6,6,105,12,97,4,2014,8,3,2014,9,29,2014,10,3
2,3,66,174,16634,2427.5194,117205,0,0,9,2,1,1,8859,1,0,1,2,50,212,84,4,2014,8,8,2014,10,3,2014,10,7
2,3,66,474,18331,871.3224,410069,0,1,9,3,2,1,8278,1,0,1,2,50,368,77,3,2013,1,16,2013,2,21,2013,2,24
2,3,66,462,49272,1001.8494,887090,0,0,9,1,0,1,9147,1,0,1,2,50,367,18,2,2014,7,27,2014,7,31,2014,8,2
13,1,46,172,13218,798.3016,683087,0,0,3,4,0,1,11643,1,0,1,6,77,222,99,4,2014,11,9,2015,6,3,2015,6,7
2,3,66,321,33705,351.2663,778649,0,0,4,2,1,1,12189,6,0,2,2,50,637,6,3,2013,3,13,2013,3,31,2013,4,3
11,3,205,135,36086,4055.0165,371393,0,0,1,5,0,2,17886,1,0,1,6,70,303,37,3,2014,2,11,2014,7,24,2014,7,27
2,3,66,356,28014,711.1629,871809,1,0,1,1,1,1,41862,4,0,1,2,50,365,11,3,2013,9,16,2013,10,17,2013,10,20
2,3,66,462,17112,957.3516,797429,0,0,3,2,0,1,12132,1,0,1,2,50,366,18,4,2014,9,2,2014,9,23,2014,9,27
2,3,66,174,18037,5615.681,547193,0,0,0,2,0,1,24172,1,0,1,6,170,1894,93,2,2014,4,5,2014,5,13,2014,5,15
23,1,1,452,37518,329.0924,767087,0,0,1,2,0,1,52061,6,0,1,6,105,1868,30,5,2013,8,8,2013,8,22,2013,8,27
2,3,66,174,5938,2501.4882,276423,0,0,4,2,0,1,14978,6,0,1,2,50,636,13,1,2014,3,12,2014,3,25,2014,3,26
2,3,66,318,8031,1847.4791,296086,0,0,0,4,0,1,8278,1,0,1,2,50,368,18,3,2014,5,10,2014,6,24,2014,6,27
2,3,66,174,3539,107.4603,140547,0,0,1,2,0,1,18790,1,0,1,2,50,356,39,1,2014,10,19,2014,10,25,2014,10,26
2,3,66,174,25897,5139.9687,906897,0,0,1,3,0,1,22169,6,1,1,6,31,155,28,1,2014,10,24,2014,11,9,2014,11,10
2,3,66,196,2428,491.3092,557470,0,0,9,2,0,2,27568,6,1,1,2,50,643,28,1,2014,5,28,2014,6,3,2014,6,4
34,3,205,354,25315,8480.4273,835485,0,0,5,2,0,1,48904,6,0,1,3,182,46,60,3,2013,10,2,2013,12,5,2013,12,8
23,1,1,322,54510,970.0392,957048,0,1,0,2,0,1,22889,1,0,1,6,208,1798,3,7,2014,1,29,2014,8,10,2014,8,17
2,3,66,348,47322,1152.05,789407,0,1,2,1,1,1,11373,1,0,1,4,128,1400,75,7,2014,7,8,2014,12,26,2015,1,2
11,3,205,155,48511,197.3029,632603,0,0,3,3,0,1,8827,1,0,2,2,50,747,91,2,2013,1,25,2013,2,1,2013,2,3
2,3,66,174,5938,2430.4652,1191592,0,0,9,2,0,2,7635,3,0,1,2,50,675,97,1,2014,8,25,2014,8,28,2014,8,29
11,3,205,385,46963,2245.1531,1013285,0,1,0,0,0,1,8250,1,1,1,2,50,628,45,4,2013,4,15,2013,6,2,2013,6,6
2,3,66,174,9328,5583.6603,771892,0,0,9,2,0,1,8745,1,0,1,6,204,27,11,8,2014,6,19,2014,12,20,2014,12,28
2,3,66,442,35390,1290.9237,507688,0,0,9,2,0,1,8802,1,0,1,2,50,503,90,1,2014,5,4,2014,5,23,2014,5,24
2,3,66,258,4687,2061.0349,235030,0,0,1,2,0,1,8814,1,0,1,4,51,1509,37,5,2014,12,15,2015,2,13,2015,2,18
11,3,205,155,19334,2686.7528,1123968,0,0,0,2,0,1,8857,1,0,2,2,50,214,73,18,2013,4,18,2013,7,7,2013,7,25
2,3,66,174,6473,5672.6563,213226,0,0,9,4,4,2,22618,6,0,1,6,204,1614,82,1,2014,4,26,2014,6,23,2014,6,24
2,3,66,442,41566,143.616,438760,0,0,4,2,3,1,8243,1,0,1,2,50,409,72,2,2013,5,18,2013,5,25,2013,5,27
2,3,66,346,31371,864.7591,568674,0,0,1,2,0,1,8281,1,0,1,2,50,663,77,1,2014,7,21,2014,7,24,2014,7,25
11,3,205,411,54864,1184.6246,358984,0,0,9,1,0,1,8250,1,0,4,2,50,628,71,4,2014,10,17,2015,1,11,2015,1,15
23,1,1,436,21686,461.494,1068279,0,0,5,2,1,1,20689,6,0,4,6,204,1777,78,2,2013,4,22,2013,8,10,2013,8,12
11,3,205,354,11747,1722.7233,306778,0,0,9,2,0,1,19797,1,0,2,4,163,1933,75,4,2014,9,4,2014,9,12,2014,9,16
2,3,66,403,30194,389.1713,30622,0,0,9,2,0,1,4513,3,0,1,2,50,688,40,2,2014,3,16,2014,3,25,2014,3,27
2,3,66,220,25794,184.852,618803,0,0,9,2,0,1,17239,5,0,2,2,50,604,14,3,2014,6,5,2014,7,7,2014,7,10
2,3,66,293,47164,4173.8381,803127,0,0,9,1,0,1,22286,6,0,1,6,77,1887,85,2,2013,12,13,2014,3,20,2014,3,22
2,3,66,174,13277,2486.8283,297284,0,1,9,3,0,1,11923,1,1,1,4,80,204,26,3,2013,5,29,2013,6,2,2013,6,5
2,3,66,435,30431,867.2273,451210,0,0,2,2,0,1,8260,1,0,1,2,50,701,16,1,2014,7,20,2014,8,17,2014,8,18
2,3,66,174,17908,10533.2747,162325,0,0,9,1,0,1,12579,5,1,1,5,203,254,8,1,2013,5,11,2013,5,27,2013,5,28
2,3,66,174,35189,2445.3986,267265,0,0,5,1,0,1,8291,1,0,1,2,50,191,98,3,2014,4,28,2014,4,30,2014,5,3
2,3,66,314,11942,203.0917,1098768,0,0,9,2,0,1,24919,6,0,1,2,50,676,90,2,2014,1,15,2014,1,24,2014,1,26
2,3,66,184,11878,599.2039,464602,0,0,1,2,0,1,8250,1,0,2,2,50,628,51,2,2013,2,15,2013,3,25,2013,3,27
2,3,66,184,11878,601.7497,306896,0,0,9,2,0,1,8250,1,1,1,2,50,628,54,3,2014,1,17,2014,1,27,2014,1,30
2,3,66,462,1263,4.2607,13699,0,0,9,1,0,1,4822,3,1,1,2,50,663,48,1,2014,7,2,2014,7,2,2014,7,3
18,2,66,174,26232,6473.974,1152212,0,0,9,1,0,1,1501,3,0,1,3,99,1313,82,2,2014,7,10,2014,8,1,2014,8,3
11,3,205,135,39310,1012.4091,193555,0,1,0,2,0,1,8250,1,0,1,2,50,628,51,5,2013,6,11,2013,6,30,2013,7,5
2,3,66,348,47997,6750.8482,810976,0,0,9,2,0,1,8747,1,0,2,3,106,107,3,3,2013,6,28,2013,9,14,2013,9,17
2,3,77,824,15015,4505.8117,314692,1,0,2,2,0,1,1725,1,0,1,3,182,1493,58,10,2014,11,14,2014,12,3,2014,12,13
2,3,66,220,48064,4428.0325,212476,0,0,0,2,0,1,8253,1,0,2,6,70,1912,93,1,2014,3,26,2014,5,14,2014,5,15
34,3,205,354,25315,43.0536,598469,0,0,0,1,0,5,14875,1,0,1,2,198,750,10,1,2014,11,26,2014,11,29,2014,11,30
8,4,77,462,3492,11631.9183,1161052,0,0,9,2,0,1,8267,1,0,1,2,50,675,70,3,2014,9,11,2014,10,13,2014,10,16
2,3,66,174,25317,208.2646,248856,0,0,9,2,0,1,12206,6,0,1,2,50,628,71,4,2013,10,17,2014,1,6,2014,1,10
2,3,66,254,23820,1228.1658,1114840,1,0,2,3,0,1,44277,8,0,1,2,50,703,2,4,2014,9,17,2014,10,22,2014,10,26
2,3,66,363,2495,1488.0546,1071257,0,0,0,1,0,1,1109,1,0,5,2,50,669,43,2,2014,10,2,2014,10,12,2014,10,14
2,3,66,220,8159,2587.2574,11344,0,0,9,2,0,1,8279,1,0,1,2,50,1230,72,1,2014,12,5,2014,12,5,2014,12,6
2,3,66,226,42300,720.7679,1097490,0,0,9,1,0,1,12192,6,0,1,2,50,406,9,1,2014,10,1,2014,10,2,2014,10,3
2,3,66,258,18236,964.6266,382767,0,0,0,2,2,1,21103,1,1,1,2,50,706,91,2,2014,7,9,2014,7,15,2014,7,17
2,3,215,646,51733,2097.0082,877928,0,1,9,3,2,1,8267,1,0,3,2,50,675,98,4,2014,1,29,2014,12,4,2014,12,8
13,1,46,414,28349,321.973,1043188,0,0,5,1,0,1,2142,3,1,1,6,21,250,90,5,2014,6,13,2014,7,28,2014,8,2
2,3,66,348,48862,3833.1831,922497,0,0,9,2,0,1,22235,6,0,1,6,77,2,68,7,2014,4,10,2014,4,22,2014,4,29
2,3,66,174,24103,227.55200000000002,411329,0,0,9,2,0,1,8250,1,0,1,2,50,628,71,1,2014,11,10,2014,12,29,2014,12,30
2,3,66,346,31371,1409.8126,37461,0,1,0,1,0,1,8258,1,0,1,2,50,645,77,2,2014,5,30,2014,6,13,2014,6,15
2,3,66,363,22972,1878.6009,602149,1,0,9,1,0,1,12843,5,0,2,2,50,661,28,1,2013,9,6,2013,9,28,2013,9,29
2,3,66,348,53377,102.4537,211404,0,0,0,2,1,1,11569,1,0,1,2,50,623,91,1,2013,7,17,2013,10,4,2013,10,5
2,3,66,174,31593,342.0501,1026089,0,0,9,2,0,1,12757,5,0,1,2,50,659,28,1,2014,5,16,2014,6,11,2014,6,12
11,3,205,354,53713,1058.4061,431876,1,0,9,2,2,1,13441,4,0,1,2,50,682,10,1,2013,8,5,2013,8,17,2013,8,18
2,3,66,442,9891,254.5197,383166,0,0,9,2,0,1,8277,1,0,4,2,50,412,91,2,2014,6,30,2014,9,26,2014,9,28
34,3,205,135,36086,1034.7373,303742,1,0,9,2,0,1,8250,1,0,2,2,50,628,24,3,2014,8,17,2014,10,2,2014,10,5
2,3,66,314,18442,115.8917,1043767,0,0,9,1,1,1,42524,3,0,1,2,50,623,4,2,2014,4,8,2014,4,13,2014,4,15
2,3,66,220,20365,1157.5618,516061,0,0,9,1,2,1,375,1,0,1,4,119,2063,26,5,2013,7,3,2013,7,31,2013,8,5
2,3,66,448,12507,4819.9213,1138978,0,0,3,4,3,2,8275,1,0,2,4,196,2027,64,3,2014,6,18,2014,6,26,2014,6,29
34,3,205,135,56436,233.8128,748022,0,0,9,2,0,1,8798,1,0,1,2,198,374,77,2,2014,12,11,2015,2,3,2015,2,5
2,3,66,174,36330,6347.6319,243667,0,0,0,2,0,1,8746,1,0,2,6,105,29,38,1,2013,7,18,2013,8,15,2013,8,16
2,3,66,322,45317,1329.6535,874903,0,1,9,2,0,1,8791,1,0,1,4,8,110,84,7,2014,9,12,2015,2,1,2015,2,8
2,3,66,174,24103,2344.6929,616843,0,0,9,2,0,1,8260,1,0,1,2,50,701,9,3,2014,9,19,2014,12,18,2014,12,21
2,3,66,348,47997,9.2342,310073,0,0,9,2,0,1,12236,6,0,4,2,50,676,51,2,2014,10,1,2014,12,13,2014,12,15
2,3,66,448,25538,1485.99,409226,0,1,9,2,1,1,11439,1,0,3,4,163,1503,65,5,2014,1,3,2014,4,12,2014,4,17
2,3,66,226,42300,746.699,739691,0,0,9,2,0,1,8267,1,0,1,2,50,675,56,6,2013,9,4,2013,9,20,2013,9,26
2,3,66,220,2086,195.9981,1146403,0,0,9,2,0,1,8268,1,0,1,2,50,682,95,2,2014,10,10,2014,11,4,2014,11,6
2,3,66,363,12346,128.3381,1120933,0,0,9,2,0,1,49670,3,0,2,2,50,191,41,1,2014,6,19,2014,7,7,2014,7,8
2,3,66,288,27615,603.7752,545467,0,0,0,2,1,1,11624,6,0,1,2,50,666,33,1,2014,7,8,2014,7,29,2014,7,30
34,3,205,385,46963,3423.4762,752203,0,0,0,2,0,1,8745,1,0,3,6,204,27,22,2,2014,5,19,2014,6,18,2014,6,20
2,3,66,220,2086,4515.6293,577410,1,0,0,2,0,1,22881,6,0,1,4,137,2093,43,2,2013,8,24,2014,1,7,2014,1,9
2,3,66,442,21413,1179.4588,675303,0,0,9,2,1,1,12812,5,1,1,2,50,368,19,2,2014,6,11,2014,7,10,2014,7,12
2,3,66,351,10308,307.8421,633033,0,0,1,2,2,1,8230,1,0,1,2,50,637,94,2,2014,6,22,2014,7,11,2014,7,13
2,3,66,348,47997,5300.1711,826390,0,0,9,2,0,1,23264,6,0,1,4,124,1939,85,4,2014,12,8,2014,12,10,2014,12,14
2,3,66,442,35390,1889.2824,708752,0,0,1,2,0,1,8281,1,0,1,2,50,663,25,7,2014,5,6,2014,5,13,2014,5,20
2,3,66,318,19825,512.5765,644359,0,0,9,2,0,1,5058,3,0,1,2,50,1124,16,4,2013,1,30,2013,1,31,2013,2,4
2,3,66,174,24103,925.2044,1055732,0,1,9,2,0,1,8824,1,0,2,4,8,118,66,1,2013,4,25,2013,6,20,2013,6,21
8,4,77,977,53780,2740.2685,235227,0,1,2,2,0,1,20116,6,0,1,3,5,1701,44,16,2013,3,24,2013,10,15,2013,10,31
2,3,66,348,47997,3914.7511,146509,0,0,0,2,0,1,12765,5,0,1,6,77,222,86,5,2014,6,18,2014,8,5,2014,8,10
2,3,66,442,538,1029.1001,1027392,0,1,9,2,0,1,12188,6,0,1,4,8,110,20,3,2013,4,2,2013,5,23,2013,5,26
2,3,66,442,3602,1311.9315,854383,0,0,2,2,1,1,34895,4,0,1,2,50,718,96,3,2014,11,4,2015,1,1,2015,1,4
2,3,66,174,21496,402.4367,167093,0,0,2,2,1,1,12603,5,0,1,2,50,365,37,2,2014,1,11,2014,2,9,2014,2,11
2,3,66,174,37921,6461.9405,373178,0,0,6,2,0,1,27211,1,0,2,6,105,1409,22,3,2013,8,2,2013,9,16,2013,9,19
2,3,66,174,9444,235.8494,403771,0,0,9,2,0,1,8250,1,0,8,2,50,628,51,2,2014,12,16,2014,12,24,2014,12,26
2,3,66,462,25538,5314.4242,1055328,0,0,9,2,0,1,15304,1,0,4,6,105,919,63,3,2014,5,27,2014,7,11,2014,7,14
2,3,66,258,4687,436.3391,916640,0,0,9,2,0,1,8287,1,0,1,2,198,397,9,5,2014,12,4,2014,12,30,2015,1,4
34,3,205,155,13951,8678.5342,534607,0,1,9,2,0,1,21222,1,0,1,3,152,73,27,6,2014,7,19,2014,7,31,2014,8,6
2,3,66,174,26220,6855.6077,362243,0,0,3,2,0,1,8245,1,0,1,6,22,245,9,4,2014,1,24,2014,3,20,2014,3,24
2,3,66,442,76,961.1743,521383,0,0,0,2,0,1,12654,5,0,1,2,50,682,83,2,2014,7,10,2014,7,25,2014,7,27
2,3,66,447,50736,2000.4541,168715,0,1,9,2,2,1,8791,1,0,3,4,8,110,65,6,2014,8,15,2014,10,8,2014,10,14
23,1,1,162,4435,5070.4077,207987,0,1,9,2,1,1,8260,1,0,4,2,50,701,56,4,2014,1,19,2014,4,29,2014,5,3
2,3,66,258,4687,1734.4176,815715,0,0,2,4,0,1,12270,6,0,1,2,50,663,41,1,2014,7,23,2014,9,6,2014,9,7
2,3,66,462,36965,2556.7122,751989,0,1,9,2,1,1,8268,1,0,3,2,50,682,18,1,2014,5,20,2014,5,21,2014,5,22
2,3,66,346,31371,133.8932,567257,0,0,9,1,0,1,44063,6,0,1,2,50,969,48,5,2014,5,15,2014,5,17,2014,5,22
11,3,205,135,36086,1189.2626,131022,0,0,7,2,0,1,8254,1,0,1,2,50,365,37,2,2013,3,15,2013,5,11,2013,5,13
11,3,205,354,25315,2109.9882,838498,0,1,9,3,0,1,8273,1,0,3,2,50,660,25,2,2014,8,1,2014,8,6,2014,8,8
34,3,205,135,27655,1673.8167,763115,0,1,9,1,0,1,8287,1,0,3,2,198,397,16,1,2014,2,6,2014,6,5,2014,6,6
2,3,66,311,25538,1694.589,269263,1,1,1,2,0,1,8864,1,0,1,4,47,1511,80,7,2014,8,16,2014,10,26,2014,11,2
2,3,66,318,18729,172.3141,139389,0,0,0,2,2,1,8230,1,0,6,2,50,637,72,1,2013,3,29,2013,3,30,2013,3,31
11,3,205,354,12328,340.4616,580292,0,0,9,2,0,1,26023,6,0,1,2,198,397,51,2,2014,3,2,2014,3,3,2014,3,5
34,3,205,135,36086,419.1492,59749,1,0,9,2,0,1,26414,6,0,1,2,198,399,41,3,2013,9,3,2013,10,3,2013,10,6
2,3,66,337,6599,3648.2064,752622,0,0,9,2,0,1,12242,6,0,2,6,204,27,2,1,2014,3,27,2014,6,6,2014,6,7
2,3,66,258,4687,1427.6818,613398,0,0,0,2,0,1,21059,6,0,1,4,8,110,87,5,2014,10,6,2014,11,7,2014,11,12
11,3,205,343,37594,6809.8872,88090,1,0,9,4,0,4,8052,3,0,1,3,104,1003,12,7,2014,11,17,2015,1,19,2015,1,26
8,4,77,871,36643,7190.4228,689745,0,0,9,2,0,1,29924,4,0,1,2,50,365,35,3,2013,3,30,2013,7,9,2013,7,12
2,3,66,174,42837,1565.3162,884278,0,0,9,1,0,1,26755,6,0,2,2,50,414,69,1,2014,9,26,2014,12,3,2014,12,4
2,3,66,174,21942,2389.2057,36541,0,0,9,1,0,5,32177,4,0,1,2,50,696,16,1,2014,4,14,2014,4,27,2014,4,28
2,3,66,442,38129,992.3027,891064,0,0,2,1,0,1,12669,5,0,1,2,50,701,32,1,2014,10,13,2014,10,16,2014,10,17
2,3,66,288,8853,480.2642,506855,0,0,1,2,1,1,8230,1,0,1,2,50,637,95,2,2014,5,13,2014,5,17,2014,5,19
2,3,66,226,42300,17.9273,806393,1,0,9,2,0,1,43055,6,0,2,2,50,350,91,3,2013,5,17,2013,5,17,2013,5,20
2,3,66,174,30055,2314.9236,1013462,0,0,0,2,0,1,25335,6,0,1,2,50,191,19,2,2013,7,22,2013,9,28,2013,9,30
2,3,66,348,24562,3638.9011,595305,0,0,9,1,0,1,8745,1,0,1,6,204,27,25,4,2013,7,10,2013,9,26,2013,9,30
2,3,66,442,7689,1000.6089,589404,0,0,9,1,0,1,3914,3,0,1,2,50,641,42,2,2014,6,3,2014,6,4,2014,6,6
2,3,66,174,24889,8.1712,576383,1,0,0,2,0,1,12826,5,0,1,2,50,1230,23,1,2014,7,31,2014,7,31,2014,8,1
2,3,66,348,26948,194.2395,316449,0,0,9,2,0,1,11361,1,0,1,2,50,591,35,3,2013,7,15,2013,7,25,2013,7,28
8,4,77,462,3492,9384.0956,681482,0,0,9,2,3,1,8278,1,0,1,2,50,368,95,2,2013,4,6,2013,5,29,2013,5,31
34,3,205,385,46963,314.3352,488684,0,1,9,1,0,1,26022,6,0,1,2,198,397,95,3,2013,4,8,2013,5,23,2013,5,26
2,3,66,184,28561,1029.8857,425378,0,0,9,4,1,3,12270,6,0,2,2,50,663,68,2,2013,5,30,2013,6,3,2013,6,5
2,3,66,318,6188,525.1027,354641,1,0,1,2,0,1,8229,1,0,1,2,50,678,21,2,2014,1,11,2014,2,8,2014,2,10
23,1,1,318,2096,399.9398,1161192,0,0,2,2,0,1,8745,1,0,2,6,204,27,35,4,2013,6,6,2013,8,14,2013,8,18
13,1,46,171,25596,418.4195,722719,0,0,9,1,0,1,8739,1,0,1,6,144,4,93,2,2014,12,19,2015,1,19,2015,1,21
2,3,66,174,36242,665.0908,89472,1,1,9,2,0,1,11821,1,0,1,2,50,648,48,1,2014,5,12,2014,5,12,2014,5,13
11,3,205,354,25315,2174.0997,1131528,0,0,9,2,0,1,12215,6,1,1,2,50,365,17,1,2014,7,7,2014,7,19,2014,7,20
2,3,66,174,24103,1080.6346,1018177,0,0,8,1,0,1,8288,1,0,1,2,198,399,40,2,2014,7,15,2014,8,1,2014,8,3
2,3,66,314,34868,782.8971,195526,0,0,0,2,0,1,8268,1,0,1,2,50,682,34,2,2014,8,30,2014,9,17,2014,9,19
34,3,205,135,27655,5.5832,830280,0,0,9,2,2,1,12933,5,0,1,2,198,374,77,1,2014,11,24,2014,11,25,2014,11,26
2,3,66,153,28865,351.1186,383319,0,0,5,4,0,1,12132,1,0,1,2,50,366,4,2,2014,10,15,2014,12,26,2014,12,28
2,3,66,254,2428,1425.1631,11979,0,0,2,2,2,1,8791,1,0,1,4,8,110,26,9,2013,11,25,2014,3,14,2014,3,23
11,3,205,354,22935,381.055,654337,0,1,9,2,0,1,8267,1,0,1,2,50,675,41,3,2013,7,22,2013,8,15,2013,8,18
2,3,66,442,2822,2119.9899,880181,0,1,9,3,0,1,8814,1,0,1,4,51,1509,34,4,2014,6,2,2014,9,12,2014,9,16
2,3,66,467,12237,789.3641,1104652,0,0,6,3,0,1,12320,5,0,2,2,50,350,32,1,2013,7,29,2013,8,17,2013,8,18
2,3,66,246,854,110.1917,428704,1,0,3,2,0,1,8859,1,1,1,2,50,212,17,1,2014,11,8,2014,11,15,2014,11,16
34,3,205,354,25315,4128.1591,299157,0,0,9,1,0,1,20211,6,0,3,6,105,22,89,2,2013,2,28,2013,3,28,2013,3,30
2,3,66,348,48862,712.1696,613622,0,1,3,1,0,1,12191,6,0,1,2,50,637,25,1,2014,6,4,2014,6,18,2014,6,19
34,3,205,135,27655,1443.5288,777142,0,0,3,4,2,2,8278,1,0,1,2,50,368,47,5,2014,2,2,2014,4,4,2014,4,9
2,3,66,442,16213,1095.0081,335575,0,0,7,2,0,1,712,1,0,2,2,50,500,10,7,2014,3,12,2014,3,22,2014,3,29
2,3,66,314,53314,3653.2149,1016048,1,0,9,1,0,1,8253,1,0,1,6,70,19,97,2,2014,12,29,2015,1,2,2015,1,4
2,3,66,337,23360,1573.0611,263811,0,1,9,3,0,1,11439,1,0,1,4,163,1503,65,5,2014,1,11,2014,6,18,2014,6,23
11,3,205,354,2875,655.8272,348784,0,0,9,2,2,1,11319,1,0,1,2,50,681,90,3,2014,11,10,2015,5,13,2015,5,16
11,3,205,155,40095,250.3213,783578,0,0,9,2,0,1,25965,6,1,1,2,198,371,18,1,2014,5,8,2014,5,12,2014,5,13
2,3,66,220,1437,0.8951,908585,0,0,0,2,1,1,13441,4,0,3,2,50,682,77,1,2014,10,7,2014,10,11,2014,10,12
2,3,66,442,76,1101.3941,1138656,0,0,9,1,1,1,11353,1,1,1,2,50,699,47,2,2013,4,16,2013,4,17,2013,4,19
2,3,66,226,42300,316.8476,656501,0,0,2,1,0,1,11319,1,0,1,2,50,681,48,3,2014,7,29,2014,8,24,2014,8,27
34,3,205,354,55763,1581.5235,115591,1,1,9,2,0,1,8791,1,0,1,4,8,110,65,7,2013,10,17,2013,11,15,2013,11,22
2,3,66,435,32320,1326.1221,604787,0,0,9,1,0,1,8864,1,0,1,4,47,1508,50,11,2014,4,21,2014,4,28,2014,5,9
11,3,205,135,27655,4856.1849,283332,0,1,3,1,0,1,8788,1,0,1,6,77,2,42,5,2013,1,24,2013,2,22,2013,2,27
13,1,46,171,43387,973.1074,13842,0,0,9,2,0,1,10047,3,0,2,6,77,1891,61,1,2013,5,30,2013,9,9,2013,9,10
2,3,66,220,2086,1096.2058,875228,1,0,9,2,0,1,12576,5,0,1,2,50,675,68,1,2014,12,27,2015,1,2,2015,1,3
2,3,66,174,35446,154.6264,728803,0,0,0,2,0,1,8279,1,0,1,2,50,1230,51,3,2014,6,7,2014,8,8,2014,8,11
34,3,205,354,25315,1069.7328,993749,1,1,5,1,0,1,8268,1,0,1,2,50,682,83,10,2014,7,11,2014,7,29,2014,8,8
2,3,66,462,1263,4780.8952,1104165,0,0,9,1,0,1,12210,6,0,5,6,70,19,98,2,2014,5,9,2014,5,17,2014,5,19
2,3,66,462,52482,1728.2365,865160,0,0,9,2,2,1,8230,1,0,1,2,50,637,95,3,2014,7,12,2014,7,19,2014,7,22
2,3,66,220,2074,9124.0452,155281,0,0,0,2,1,1,8256,1,0,5,3,82,230,40,20,2013,11,15,2013,11,27,2013,12,17
2,3,66,174,11554,6006.9338,460115,0,0,0,4,0,1,19351,1,0,1,6,105,1870,57,1,2014,9,2,2014,10,28,2014,10,29
2,3,66,220,16653,4449.5862,373108,0,0,2,2,0,1,33400,1,0,1,6,77,1882,67,1,2014,5,31,2014,8,3,2014,8,4
2,3,66,226,3537,315.2496,38124,0,0,9,2,0,1,28499,6,0,5,2,50,683,32,2,2014,12,31,2015,8,21,2015,8,23
2,3,66,403,6674,621.8162,734920,0,0,9,2,0,1,11353,1,0,1,2,50,699,50,7,2013,12,28,2014,1,2,2014,1,9
2,3,66,348,48862,97.3696,606111,1,0,9,1,0,1,11569,1,0,1,2,50,623,91,1,2014,5,3,2014,5,3,2014,5,4
2,3,66,184,2037,62.6303,257311,0,0,9,2,2,1,61779,4,0,1,2,50,666,89,1,2014,8,6,2014,8,16,2014,8,17
2,3,66,174,9444,2193.5747,581568,0,0,9,1,0,1,12654,5,0,2,2,50,682,23,2,2014,2,23,2014,2,24,2014,2,26
2,3,66,448,44386,245.4468,519728,0,0,9,4,4,2,11975,1,0,3,2,50,1507,91,3,2013,3,5,2013,7,5,2013,7,8
13,1,46,171,7077,443.6407,832936,0,0,9,2,0,1,8790,1,0,1,6,199,5,85,3,2013,7,27,2013,8,7,2013,8,10
2,3,66,363,22020,44.2975,138504,0,0,9,2,0,1,25736,1,0,1,2,50,522,76,2,2014,10,2,2014,10,15,2014,10,17
2,3,66,348,48862,2232.6349,798245,0,0,9,2,0,1,12206,6,0,1,2,50,628,18,3,2014,5,11,2014,5,16,2014,5,19
34,3,66,142,17440,261.0472,75136,0,0,9,2,2,1,512,1,1,1,2,50,711,76,1,2013,8,8,2013,8,8,2013,8,9
2,3,66,448,46588,767.1767,481554,1,1,9,2,2,1,8268,1,0,4,2,50,682,79,3,2014,8,7,2014,8,15,2014,8,18
2,3,66,174,54089,88.0261,6433,0,0,0,2,0,1,24278,6,0,1,2,50,1546,55,1,2014,4,21,2014,4,27,2014,4,28
2,3,66,143,49966,334.6263,1035930,0,0,9,1,0,1,12016,1,0,1,2,50,741,91,1,2014,7,31,2014,8,5,2014,8,6
2,3,66,174,16634,306.0574,455740,0,0,4,2,0,1,8254,1,0,1,2,50,365,98,4,2014,7,10,2014,8,15,2014,8,19
26,0,215,646,51733,436.6317,451488,0,0,3,2,2,1,22213,1,0,1,4,8,127,85,1,2014,12,17,2014,12,23,2014,12,24
11,3,205,354,41495,3976.1701,1076329,0,0,9,1,0,1,8675,6,0,1,6,77,2,20,5,2014,6,10,2014,7,19,2014,7,24
2,3,66,352,22585,5463.5774,1144308,0,0,0,2,0,1,8225,1,0,1,4,124,1939,97,5,2013,6,22,2013,11,3,2013,11,8
2,3,66,462,6274,928.5482,205281,0,0,1,1,0,1,11620,1,0,1,2,50,369,92,1,2014,1,14,2014,1,16,2014,1,17
